Period,Time,Call Type,Committing Player,Disadvantaged Player,Review Decision,Video,Comment,game_id
Q4,01:58.5,Foul: Offensive,Daniel Theis,Jrue Holiday,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000003&eventNum=2087,Theis (BOS) sets the screen on Holiday (MIL) and absorbs the contact.,22000003
Q4,01:54.1,Foul: Personal,Jrue Holiday,Daniel Theis,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000003&eventNum=2100,Holiday (MIL) and Theis (BOS) engage and disengage with one another after Theis begins rolling toward the lane. ,22000003
Q4,01:44.9,Foul: Offensive,Pat Connaughton,Marcus Smart,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000003&eventNum=2088,Connaughton (MIL) firms up in his screening position in Smart's (BOS) path and absorbs the contact by collapsing his arms. Smart's reaction is not consistent with the amount of contact.,22000003
Q4,1:42,Foul: Offensive,Giannis Antetokounmpo,Daniel Theis,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000003&eventNum=2101,"Antetokounmpo (MIL) goes to, not through, Theis' (BOS) space and spins off of the contact made inside the lane. ",22000003
Q4,01:41.8,Foul: Shooting,Daniel Theis,Giannis Antetokounmpo,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000003&eventNum=2089,"As Theis (BOS) falls to the floor, he makes marginal contact with Antetokounmpo (MIL).",22000003
Q4,1:35,Foul: Personal,Khris Middleton,Jaylen Brown,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000003&eventNum=2102,Middleton's (MIL) arm is extended slightly forward and marginal contact occurs with Brown's (BOS) left arm as he makes the pass.,22000003
Q4,01:26.1,Foul: Defense 3 Second,Giannis Antetokounmpo,Bucks,INC,http://official.nba.com/last-two-minute-report/?gameNo=0022000003&eventNum=2090,Antetokounmpo (MIL) is in the lane for longer than three seconds without actively guarding an opponent.,22000003
Q4,01:26.1,Foul: Shooting,Pat Connaughton,Jayson Tatum,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000003&eventNum=2090,Connaughton (MIL) legally contests the shot attempt by Tatum (BOS).,22000003
Q4,1:17,Foul: Personal,Jaylen Brown,Giannis Antetokounmpo,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000003&eventNum=2103,Brown (BOS) and Antetokounmpo (MIL) engage and disengage with one another following the pick.,22000003
Q4,00:58.4,Foul: Shooting,Giannis Antetokounmpo,Jayson Tatum,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000003&eventNum=2091,Antetokounmpo (MIL) places his left arm against Tatum (BOS) during his driving shot attempt but the contact is marginal.,22000003
Q4,00:53.8,Foul: Shooting,Jeff Teague,Donte DiVincenzo,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000003&eventNum=2092,Teague (BOS) makes contact with the ball and the part of DiVincenzo's (MIL) hand that is on the ball during the driving shot attempt. ,22000003
Q4,00:52.7,Foul: Personal,Khris Middleton,Daniel Theis,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000003&eventNum=2104,Middleton (MIL) briefly has his arms around Theis' (BOS) upper half before correcting.,22000003
Q4,00:52.7,Foul: Offensive,Daniel Theis,Khris Middleton,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000003&eventNum=2104,Theis (BOS) makes marginal contact with Middleton (MIL) during the screen.,22000003
Q4,00:50.3,Foul: Offensive,Daniel Theis,Khris Middleton,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000003&eventNum=2093,Theis (BOS) firms up in his screening position in Middleton's (MIL) path and absorbs the contact.,22000003
Q4,00:28.4,Foul: Offensive,Brook Lopez,Jaylen Brown,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000003&eventNum=2094,Lopez (MIL) establishes himself in a screening position in Brown's (BOS) path and does not deliver the contact. ,22000003
Q4,00:13.5,Foul: Offensive,Daniel Theis,Khris Middleton,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000003&eventNum=2095,Theis (BOS) establishes himself in a screening position in Middleton's (MIL) path and does not deliver the contact. ,22000003
Q4,00:08.9,Foul: Personal,Giannis Antetokounmpo,Jaylen Brown,CC,http://official.nba.com/last-two-minute-report/?gameNo=0022000003&eventNum=2096,Antetokounmpo (MIL) extends into Brown's (BOS) path as Brown attempts to avoid the contact. ,22000003
Q4,00:08.8,Foul: Offensive,Daniel Theis,Khris Middleton,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000003&eventNum=2097,Theis (BOS) establishes himself in a screening position in Middleton's (MIL) path and does not deliver the contact.,22000003
Q4,00:00.4,Violation: Lane,Celtics,Bucks,INC,http://official.nba.com/last-two-minute-report/?gameNo=0022000003&eventNum=2098,Theis (BOS) steps into the lane before Antetokounmpo (MIL) releases the free throw.,22000003
Q4,00:00.0,Foul: Loose Ball,Tristan Thompson,Giannis Antetokounmpo,IC,http://official.nba.com/last-two-minute-report/?gameNo=0022000003&eventNum=2099,"Thompson (BOS) and Antetokounmpo (MIL) both make a legal attempt to reach the inbound pass, and the contact should have been deemed incidental.  Referees reviewed the call in instant replay as per the automatic trigger for fouls called at when there is no time remaining on the clock at the end of any period to confirm that the foul was called before the expiration of time, but the foul itself is not a reviewable matter.",22000003
Q4,01:56.2,Foul: Shooting,Cameron Johnson,Luka Doncic,CC,http://official.nba.com/last-two-minute-report/?gameNo=0022000004&eventNum=2155,Johnson (PHX) makes contact to Doncic's (DAL) arm that affects his driving shot attempt.,22000004
Q4,01:49.7,Foul: Offensive,Devin Booker,Maxi Kleber,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000004&eventNum=2156,Booker (PHX) establishes himself in a legal screening position in Kleber's (DAL) path and he absorbs the oncoming contact.,22000004
Q4,01:44.9,Foul: Shooting,Josh Richardson,Devin Booker,CC,http://official.nba.com/last-two-minute-report/?gameNo=0022000004&eventNum=2157,Richardson (DAL) makes contact to Booker's (PHX) arm that affects his driving shot attempt. ,22000004
Q4,01:21.1,Foul: Shooting,Maxi Kleber,Chris Paul,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000004&eventNum=2158,"Kleber (DAL) makes incidental ""high-five"" contact with Paul (PHX) after the ball is released during his jump shot attempt.",22000004
Q4,00:40.2,Turnover: Traveling,Luka Doncic,Suns,INC,http://official.nba.com/last-two-minute-report/?gameNo=0022000004&eventNum=2159,Doncic (DAL) splits his feet at the start of his dribble.,22000004
Q4,00:18.5,Foul: Offensive,Deandre Ayton,Tim Hardaway Jr.,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000004&eventNum=2160,Ayton (PHX) establishes himself in a legal position in Hardaway Jr.'s (DAL) path and he absorbs the oncoming contact during the pick.,22000004
Q4,00:12.2,Foul: Shooting,Maxi Kleber,Devin Booker,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000004&eventNum=2161,Kleber (DAL) maintains a legal guarding position during Booker's (PHX) jump shot attempt.,22000004
Q4,00:07.5,Foul: Personal,Maxi Kleber,Devin Booker,CC,http://official.nba.com/last-two-minute-report/?gameNo=0022000004&eventNum=2162,Kleber (DAL) commits a take foul on Booker (PHX).,22000004
Q4,1:50,Foul: Personal,Duncan Robinson,Evan Fournier,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000012&eventNum=2191,Robinson (MIA) places a collapsed arm to Fournier's (ORL) side defending his drive to the basket.,22000012
Q4,01:46.0,Foul: Shooting,Duncan Robinson,Markelle Fultz,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000012&eventNum=2192,Robinson (MIA) jumps vertically when he defends Fultz's (ORL) play at the basket.,22000012
Q4,1:34,Foul: Personal,Nikola Vucevic,Goran Dragic,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000012&eventNum=2193,Vucevic (ORL) reaches in and makes marginal contact with Dragic (MIA) that does not affect his SQBR.,22000012
Q4,01:24.5,Foul: Shooting,Evan Fournier,Bam Adebayo,CC,http://official.nba.com/last-two-minute-report/?gameNo=0022000012&eventNum=2194,Fournier (ORL) makes contact to Adebayo's (MIA) body during his shooting motion that affects his shot attempt.,22000012
Q4,01:11.4,Foul: Shooting,Goran Dragic,Markelle Fultz,CC,http://official.nba.com/last-two-minute-report/?gameNo=0022000012&eventNum=2195,Dragic (MIA) makes contact with Fultz's (ORL) arm that affects his driving shot attempt.,22000012
Q4,01:11.4,Foul: Personal,Aaron Gordon,Goran Dragic,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000012&eventNum=2196,Gordon (ORL) places an arm to Dragic's (MIA) front during his drive to the basket and the contact is marginal.,22000012
Q4,01:08.0,Foul: Offensive,Jimmy Butler,Markelle Fultz,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000012&eventNum=2197,Butler (MIA) establishes legal screening position in Fultz's (ORL) path during the pick and does not deliver contact. ,22000012
Q4,00:57.1,Foul: Personal,Goran Dragic,Markelle Fultz,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000012&eventNum=2207,"Dragic (MIA) moves laterally towards Fultz (ORL), who spins away from contact and does not dislodge Dragic from his defensive position.",22000012
Q4,00:52.0,Foul: Personal,Andre Iguodala,Nikola Vucevic,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000012&eventNum=2198,Iguodala (MIA) engages with Vucevic (ORL) off ball and does not affect his ability to get to the pass.,22000012
Q4,00:49.5,Foul: Shooting,Andre Iguodala,Evan Fournier,CC,http://official.nba.com/last-two-minute-report/?gameNo=0022000012&eventNum=2199,Iguodala (MIA) makes contact to Fournier's (ORL) body that affects his play at the basket.,22000012
Q4,00:43.8,Foul: Shooting,Nikola Vucevic,Goran Dragic,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000012&eventNum=2200,Vucevic (ORl) legally contests Dragic's (MIA) driving shot attempt.,22000012
Q4,0:36,Foul: Personal,Goran Dragic,Markelle Fultz,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000012&eventNum=2208,Dragic (MIA) makes marginal contact with Fultz (ORL) when he reaches in.,22000012
Q4,00:33.2,Foul: Personal,Bam Adebayo,Markelle Fultz,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000012&eventNum=2209,Adebayo (MIA) makes marginal contact with Fultz (ORL) as he makes the pass.,22000012
Q4,00:28.5,Foul: Personal,Andre Iguodala,Terrence Ross,CC,http://official.nba.com/last-two-minute-report/?gameNo=0022000012&eventNum=2201,Iguodala (MIA) moves into Ross' (ORL) space and makes body contact that affects his SQBR.,22000012
Q4,00:28.5,Foul: Offensive,Bam Adebayo,Aaron Gordon,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000012&eventNum=2202,Adebayo (MIA) and Gordon (ORL) briefly engage and disengage during the inbound.,22000012
Q4,00:18.7,Foul: Personal Take,Tyler Herro,Aaron Gordon,CC,http://official.nba.com/last-two-minute-report/?gameNo=0022000012&eventNum=2203,Herro (MIA) commits a take foul on Gordon (ORL). ,22000012
Q4,00:13.0,Foul: Offensive,Bam Adebayo,Markelle Fultz,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000012&eventNum=2205,Adebayo (MIA) establishes legal position in Fultz's (ORL) path during the pick and absorbs the contact. ,22000012
Q4,00:12.2,Foul: Personal,Nikola Vucevic,Goran Dragic,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000012&eventNum=2204,Vucevic (ORL) makes marginal contact with Dragic (MIA) as he drives to the basket.,22000012
Q4,00:07.8,Foul: Personal Take,Goran Dragic,Evan Fournier,CC,http://official.nba.com/last-two-minute-report/?gameNo=0022000012&eventNum=2206,Dragic (MIA) commits a take foul on Fournier (ORL). ,22000012
Q4,1:56,Turnover: Traveling,Ben Simmons,,INC,http://official.nba.com/last-two-minute-report/?gameNo=0022000013&eventNum=2345,Simmons (PHI) splits his feet on the perimeter.,22000013
Q4,01:51.5,Foul: Personal,Russell Westbrook,Joel Embiid,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000013&eventNum=2322,"At the end of the drive, Embiid (PHI) loses control of his dribble on the spin move and Westbrook (WAS) makes marginal contact to Embiid's off-ball hand.",22000013
Q4,01:51.5,Turnover: Double Dribble,Joel Embiid,Wizards,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000013&eventNum=2322,Embiid (PHI) loses control of the ball and does not restart his dribble as he attempts to regain control.,22000013
Q4,01:44.3,Foul: Shooting,Thomas Bryant,Seth Curry,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000013&eventNum=2323,Bryant (WAS) maintains a legal guarding position during the driving shot attempt by Curry (PHI).,22000013
Q4,01:36.8,Foul: Offensive,Thomas Bryant,Shake Milton,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000013&eventNum=2324,Bryant (WAS) establishes himself in a screening position in Milton's (PHI) path and gives him room to avoid the contact. ,22000013
Q4,01:35.8,Foul: Personal,Shake Milton,Bradley Beal,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000013&eventNum=2325,"As Beal (WAS) starts his dribble, Milton (PHI) has a legal resting hand on Beal (WAS) that he neither extends nor delivers contact with.",22000013
Q4,01:28.8,Foul: Shooting,Joel Embiid,Thomas Bryant,CC,http://official.nba.com/last-two-minute-report/?gameNo=0022000013&eventNum=2326,Embiid (PHI) makes contact to Bryant's (WAS) arm that affects his play at the basket.,22000013
Q4,01:28.8,Foul: Loose Ball,Isaac Bonga,Ben Simmons,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000013&eventNum=2327,Bonga (WAS) does not extend his arm or deliver contact to Simmons' (PHI) back during the rebound.,22000013
Q4,01:17.0,Foul: Offensive,Joel Embiid,Bradley Beal,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000013&eventNum=2328,Embiid (PHI) establishes himself in a screening position in Beal's (WAS) path and gives him room to avoid the contact. ,22000013
Q4,01:10.8,Foul: Shooting,Thomas Bryant,Joel Embiid,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000013&eventNum=2329,Bryant (WAS) makes marginal contact with Embiid's (PHI) arm that does not affect his play at the basket.,22000013
Q4,01:05.2,Foul: Offensive,Bradley Beal,Tobias Harris,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000013&eventNum=2330,Beal (WAS) establishes himself in a screening position in Harris' (PHI) path and gives him room to avoid the contact. ,22000013
Q4,01:04.8,Foul: Personal,Shake Milton,Thomas Bryant,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000013&eventNum=2331,Milton (PHI) immediately slides his hand off Bryant's (WAS) waist as he engages on the screen and the contact does not affect Bryant's FOM. ,22000013
Q4,01:00.6,Foul: Loose Ball,Isaac Bonga,Tobias Harris,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000013&eventNum=2332,Bonga (WAS) makes clean ball contact to knock it away from Harris (PHI) during the rebound attempt. ,22000013
Q4,00:59.2,Foul: Loose Ball,Tobias Harris,Thomas Bryant,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022000013&eventNum=2333,Harris (PHI) cleanly dislodges the ball away from Bryant (WAS) during the rebound. ,22000013
Q4,00:42.2,Foul: Shooting,Isaac Bonga,Shake Milton,CC,http://official.nba.com/last-two-minute-report/?gameNo=0022000013&eventNum=2334,Bonga (WAS) makes contact to Milton's (PHI) body that affects his driving shot attempt.,22000013
