Period,Time,Call Type,Committing Player,Disadvantaged Player,Review Decision,Video,Comment,game_id
Q4,01:43.2,Foul: Loose Ball,Saddiq Bey,Paolo Banchero,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022200003&eventNum=2141,Bey (DET) establishes position in front of Banchero (ORL) and legally boxes out the offensive player during the rebounding opportunity.,22200003
Q4,01:31.1,Foul: Personal,Paolo Banchero,Bojan Bogdanovic,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022200003&eventNum=2142,Banchero (ORL) momentarily places and removes a resting hand from Bogdanovic's (DET) body as the players move towards the ballhandler.,22200003
Q4,01:29.1,Foul: Personal,Paolo Banchero,Jaden Ivey,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022200003&eventNum=2143,Banchero (ORL) moves along Ivey's (DET) path as marginal contact occurs on the perimeter.,22200003
Q4,01:27.0,Foul: Defense 3 Second,Wendell Carter Jr.,Pistons,INC,http://official.nba.com/last-two-minute-report/?gameNo=0022200003&eventNum=2144,Carter Jr. (ORL) is in the paint for longer than three seconds without imminently actively guarding an opponent.,22200003
Q4,01:26.4,Foul: Personal,R.J. Hampton,Jaden Ivey,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022200003&eventNum=2145,Hampton (ORL) lowers his arm down and makes contact with the ball to disrupt Ivey's (DET) live dribble. Any arm contact after the dislodge is considered incidental.,22200003
Q4,01:22.0,Foul: Shooting,Bojan Bogdanovic,Paolo Banchero,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022200003&eventNum=2146,Bogdanovic (DET) swipes at the ball and his arm passes in front of Banchero (ORL) without making any contact during the latter's layup attempt.,22200003
Q4,01:12.0,Foul: Personal,Paolo Banchero,Bojan Bogdanovic,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022200003&eventNum=2147,Banchero (ORL) briefly places his left arm on Bogdanovic's (DET) body and removes it as the offensive player proceeds towards a screening position. The contact in the play is marginal.,22200003
Q4,01:02.6,Foul: Shooting,Paolo Banchero,Bojan Bogdanovic,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022200003&eventNum=2148,Banchero (ORL) legally contests Bogdanovic's (DET) perimeter shot attempt.,22200003
Q4,00:59.5,Foul: Loose Ball,Wendell Carter Jr.,Isaiah Stewart,CC,http://official.nba.com/last-two-minute-report/?gameNo=0022200003&eventNum=2149,Carter Jr. (ORL) reaches his arms out to secure the rebound and his left arm makes contact with Stewart's (DET) right arm prior to any contact with the ball.,22200003
Q4,00:51.9,Foul: Shooting,Isaiah Stewart,Franz Wagner,CNC,http://official.nba.com/last-two-minute-report/?gameNo=0022200003&eventNum=2150,Stewart (DET) legally contests Wagner's (ORL) driving shot attempt.,22200003
